Admin2,,,,,,,,,,,,,,,,,
10-16-2020,460,1239,495,260,182,1809,205,1547,413,1039,904,3000,269,621,305,,817
10-17-2020,466,1187,483,266,192,1899,196,1575,436,940,950,3008,289,675,313,,829
10-18-2020,460,1297,481,262,185,2002,208,1685,447,900,993,3118,295,705,299,,846
10-19-2020,463,1303,473,276,197,2022,203,1746,469,915,1034,3273,316,742,317,,860
10-20-2020,462,1229,429,271,185,2028,199,1680,474,854,977,3191,281,721,319,,834
10-21-2020,442,1228,422,258,198,2980,188,1623,454,754,903,3084,285,708,335,,788
10-22-2020,425,1175,441,249,190,1990,181,1665,457,737,868,3108,289,689,315,,796
10-23-2020,402,1491,447,227,197,2017,169,1743,471,689,874,3111,316,665,291,,787
10-24-2020,297,955,314,145,145,1471,123,1355,389,470,643,2288,232,474,228,,546
10-25-2020,296,954,306,165,121,1419,114,1333,369,460,624,2269,223,451,229,,535
10-26-2020,289,983,311,160,105,1415,107,1307,368,474,584,2219,228,402,242,,525
10-27-2020,262,965,300,150,84,1304,87,1287,383,436,511,2034,218,354,250,,496
10-28-2020,261,975,280,146,77,1229,88,1137,374,404,450,1949,204,317,249,,453
10-29-2020,292,1023,264,138,67,1268,93,1172,345,412,648,2036,205,326,263,,459
10-30-2020,300,1044,269,147,64,1311,91,1251,402,416,601,2069,229,318,291,,459
10-31-2020,276,1025,262,146,67,1310,86,1188,464,447,598,2220,238,298,316,,467
11-01-2020,275,1052,256,133,51,1266,88,1271,488,457,601,2186,251,295,301,,481
11-02-2020,272,1022,226,117,53,1298,77,1290,510,451,591,2193,234,276,306,,398
11-03-2020,257,986,226,97,49,1266,65,1227,518,453,566,2114,256,273,276,,435
11-04-2020,233,930,214,88,60,1213,67,1125,495,438,520,2002,234,245,274,,416
11-05-2020,222,1028,223,73,61,1304,72,1159,514,455,548,2124,226,245,246,,429
11-06-2020,238,1154,248,62,70,1402,75,1320,550,486,578,2225,245,270,273,,442
11-07-2020,242,1080,245,46,68,1453,73,1368,557,485,565,2215,238,250,287,,455
11-08-2020,229,1143,255,33,58,1478,62,1305,564,492,518,2178,243,268,305,,474
11-09-2020,232,1084,260,32,55,1467,63,1276,543,490,502,2121,233,272,297,,461
11-10-2020,228,1106,235,38,47,1401,62,1292,536,475,462,2042,242,268,278,,443
11-11-2020,196,1096,220,37,45,1380,63,1198,532,419,419,1961,217,265,275,,423
11-12-2020,217,1087,225,32,48,1525,75,1275,587,387,471,2051,236,277,309,,463
11-13-2020,242,1081,223,47,50,1606,69,1390,633,386,573,2070,265,289,332,,497
11-14-2020,241,1077,204,48,48,1630,76,1365,615,421,566,2018,252,294,317,,485
11-15-2020,246,1043,200,51,48,1635,71,1435,642,417,565,2090,253,274,292,,493
11-16-2020,249,993,188,51,47,1672,70,1456,645,411,536,2044,306,289,259,,459
11-17-2020,238,963,172,57,45,1631,69,1344,661,404,520,1945,291,288,255,,444
11-18-2020,212,900,165,70,43,1568,58,1258,623,384,499,1919,275,255,238,,429
11-19-2020,216,925,164,74,49,1685,69,1283,592,376,538,2004,286,253,242,,428
11-20-2020,229,975,175,76,49,1699,84,1331,670,414,564,2111,317,250,261,,451
11-21-2020,234,950,162,66,54,1696,92,1329,624,413,527,2138,317,267,223,,438
11-22-2020,196,968,145,86,53,1652,91,1314,614,408,536,2148,345,258,214,,423
11-23-2020,187,942,151,80,49,1656,104,1299,640,434,487,2173,340,278,216,,415
11-24-2020,171,890,139,82,41,1601,117,1193,621,484,471,2109,317,272,196,,419
11-25-2020,164,838,127,80,43,1590,115,1094,583,458,463,2065,302,247,195,,411
11-26-2020,181,883,129,70,42,1675,119,1126,598,496,491,2101,326,255,231,,458
11-27-2020,198,920,132,99,44,1791,129,1166,628,522,522,2215,331,267,257,,486
11-28-2020,200,936,122,92,48,1813,143,1082,599,557,585,2350,347,265,263,,526
11-29-2020,198,949,116,89,48,1837,166,1045,599,547,475,2376,358,267,236,-2,557
11-30-2020,213,908,114,81,51,1822,168,1021,576,542,491,2374,351,256,243,,519
12-01-2020,202,907,100,78,45,1836,163,899,557,557,458,2290,334,250,243,,482
12-02-2020,197,897,102,75,39,1753,151,822,505,496,444,2222,301,252,226,,478
12-03-2020,194,909,110,73,39,1926,161,847,544,499,475,2285,332,281,230,,513
12-04-2020,210,1000,112,75,42,1999,169,918,578,491,482,2501,359,293,257,,549
12-05-2020,192,967,104,66,40,1942,201,873,537,484,468,2562,355,283,201,,552
12-06-2020,191,946,106,57,37,2019,194,852,557,496,466,2608,358,285,205,,589
12-07-2020,184,1033,105,52,37,2135,224,859,554,511,497,2579,344,303,231,,565
12-08-2020,192,998,95,60,36,2068,204,832,562,499,534,2603,331,318,224,,572
12-09-2020,184,948,96,57,43,2019,190,780,539,500,527,2630,313,309,223,,560
12-10-2020,201,922,108,57,41,2166,208,883,560,491,568,2711,350,320,232,,561
12-11-2020,225,1011,114,63,46,2178,211,900,575,521,611,2825,374,335,263,,596
12-12-2020,228,958,133,55,38,2259,183,936,545,524,652,2828,365,321,225,,600
12-13-2020,263,1028,147,54,45,2343,170,939,575,546,718,2846,365,305,246,,612
12-14-2020,295,951,151,50,43,2381,216,914,598,568,759,2914,382,309,248,,583
12-15-2020,305,930,149,50,41,2285,226,852,597,546,805,2888,352,299,286,,580
12-16-2020,293,867,146,48,43,2226,231,818,557,502,791,2871,340,290,324,,574
12-17-2020,322,858,135,54,47,2312,241,919,575,508,812,3040,358,313,373,,659
12-18-2020,371,995,178,56,44,2519,275,1004,630,518,928,3433,383,340,396,,726
12-19-2020,389,1035,168,57,54,2538,269,991,662,485,964,3426,371,362,403,0,747
12-20-2020,396,1093,177,71,59,2577,288,1088,662,490,1028,3520,388,375,430,0,794
12-21-2020,408,1624,165,82,59,2606,275,1086,625,489,1067,3380,390,403,433,,792
12-22-2020,412,1039,149,96,58,2544,281,1120,599,500,1033,3278,380,381,464,,794
12-23-2020,408,1010,143,91,61,2437,264,1114,581,462,1070,3244,366,396,465,,781
12-24-2020,428,1054,161,94,67,2525,268,1164,589,460,1204,3396,1242,398,487,,856
12-25-2020,506,1079,174,112,82,2629,284,1316,618,504,1304,3573,444,407,533,,907
12-26-2020,498,1050,184,103,89,2645,270,1391,620,491,1361,3578,478,445,548,,864
12-27-2020,468,1037,170,101,93,2481,238,1351,538,446,1352,3483,488,417,577,,845
12-28-2020,466,1015,173,93,111,2337,217,1315,473,437,1432,3488,550,416,558,,831
12-29-2020,461,987,171,86,113,2254,213,1293,551,466,1463,3495,542,406,568,,749
12-30-2020,479,946,175,73,127,2254,217,1254,542,449,1424,3595,532,422,1613,,755
12-31-2020,543,1015,189,70,138,2531,236,1380,592,450,1498,3897,559,423,603,,860
01-01-2021,632,1114,226,79,137,2669,278,1555,672,513,1653,4322,624,531,685,13,998
01-02-2021,690,1124,246,90,130,2728,263,1779,743,535,1402,4532,595,559,685,13,1103
01-03-2021,698,1040,249,103,119,2647,256,1688,710,482,1638,4355,607,531,707,14,1123
01-04-2021,745,1178,246,121,118,2498,257,1746,692,479,1734,4220,578,536,684,12,1130
01-05-2021,777,1190,247,117,99,2493,274,1698,677,502,1770,4305,568,560,916,11,1118
01-06-2021,851,1231,255,117,116,2503,270,1770,722,564,1740,4345,486,602,868,11,1135
01-07-2021,980,1262,261,138,116,2770,310,2010,798,605,1773,4612,488,703,905,8,1289
01-08-2021,1081,1390,290,174,141,2801,322,2273,923,660,1887,4885,533,735,1088,8,1417
01-09-2021,1193,1392,330,192,157,2850,329,2426,1014,632,1851,4919,518,735,1086,9,1468
01-10-2021,1270,1450,330,224,177,2938,360,2597,1108,620,1908,4970,568,755,1089,2,1600
01-11-2021,1420,1421,383,198,183,3060,423,2788,1176,599,1868,5039,588,839,1100,,1591
01-12-2021,1477,1447,408,261,164,3071,438,2884,1193,643,1828,5053,622,851,1166,,1644
01-13-2021,1532,1467,411,294,186,2950,441,3173,1203,659,1937,5176,622,827,1222,,1658
01-14-2021,1581,1560,482,305,200,3106,455,3386,1241,689,2141,5387,610,865,1373,,1771
01-15-2021,1647,1634,498,326,228,3232,501,3703,1260,717,2337,5539,646,906,1435,,1831
01-16-2021,1766,1526,530,349,230,3179,509,3604,1293,641,2205,5353,640,869,1329,,1715
01-17-2021,1860,1521,589,363,236,3118,507,3703,1294,594,2215,5294,650,883,1333,,1668
01-18-2021,1898,1497,609,357,211,3084,515,3537,1263,563,2265,5170,664,904,1281,,1568
01-19-2021,1944,1452,597,343,222,2981,529,3370,1285,518,2166,4946,697,886,1233,,1450
01-20-2021,1802,1534,568,324,218,2858,536,3326,1276,494,2129,4788,674,910,1254,,1365
01-21-2021,1732,1625,571,357,223,3037,581,3560,1329,562,2201,5127,702,948,1295,,1552
01-22-2021,2025,1690,601,373,224,3227,621,3949,1437,623,2303,5397,778,1084,1303,,1611
01-23-2021,2025,1669,602,365,215,3282,638,3956,1421,601,2252,5287,812,1041,1207,,1619
01-24-2021,1966,1701,612,345,239,3160,646,4032,1481,580,2133,5482,832,1057,1177,,1634
01-25-2021,1934,1680,610,367,238,3144,670,3941,1449,589,2135,5545,799,1050,1130,,1575
01-26-2021,1853,1684,609,366,223,2986,685,3807,1414,577,2048,5368,802,1036,1052,,1508
01-27-2021,1723,1746,618,364,217,2776,682,3517,1354,530,2015,5183,769,1048,1073,,1435
01-28-2021,1755,1706,625,378,199,2869,686,3700,1378,542,2001,5437,755,1079,1046,,1478
01-29-2021,1866,1673,662,371,189,2905,729,3962,1431,580,2223,5639,828,1167,1123,,1563
01-30-2021,1801,1633,680,378,193,2871,729,4060,1355,615,2178,5836,792,1201,1059,,1579
01-31-2021,1859,1651,703,411,202,2894,745,3859,1334,600,2158,5697,795,1172,1011,,1586
02-01-2021,1780,1662,718,468,200,2758,760,3684,1276,610,2160,5476,794,1159,933,0,1539
02-02-2021,1812,1545,690,461,156,2670,756,3361,1181,612,2169,5054,783,1151,1007,,1416
02-03-2021,1676,1475,643,450,157,2444,719,3020,1142,579,2039,4713,725,1049,968,,1311
02-04-2021,1749,1454,642,432,143,2497,746,3052,1135,557,2069,4680,768,984,966,,1385
02-05-2021,1822,1570,648,431,150,2573,837,3064,1119,590,2154,4759,764,981,998,,1437
02-06-2021,1794,1534,634,433,146,2526,834,2849,1076,540,2110,4723,726,979,924,,1340
02-07-2021,1721,1546,625,407,154,2522,850,2727,1043,528,2128,4743,711,951,868,,1360
02-08-2021,1742,1428,625,404,140,2583,892,2617,1029,524,2079,4668,711,940,848,,1354
02-09-2021,1679,1447,583,391,119,2464,893,2471,991,487,2009,4512,710,899,832,,1311
02-10-2021,1532,1340,554,365,111,2338,848,2219,943,494,1855,4418,677,847,797,,1282
02-11-2021,1599,1444,592,362,122,2467,841,2244,946,505,1945,4706,701,903,813,,1363
02-12-2021,1724,1522,634,380,124,2753,889,2368,1012,498,2090,5102,796,975,871,,1444
02-13-2021,1642,1546,602,384,143,2720,820,2227,978,461,2005,5145,842,998,850,,1387
02-14-2021,1602,1567,636,389,149,2827,846,2228,936,430,1955,5265,839,994,848,,1427
02-15-2021,1575,1575,624,418,145,2881,835,2173,973,417,1884,5221,870,959,821,,1421
02-16-2021,1460,1555,591,414,139,2790,808,2033,946,391,1737,5137,836,898,810,,1386
02-17-2021,1334,1610,559,410,116,2769,753,2003,901,392,1578,5071,773,846,797,,1438
02-18-2021,1374,1592,598,390,122,2859,789,2053,904,399,1631,5254,786,862,872,,1546
02-19-2021,1419,1649,655,386,132,2973,814,2140,970,422,1755,5521,773,922,915,,1677
02-20-2021,1394,1684,615,423,135,3024,824,2063,916,399,1715,5415,767,880,878,,1703
02-21-2021,1411,1627,634,434,117,3001,842,1942,957,420,1778,5344,733,868,861,,1686
02-22-2021,1371,1639,630,406,122,2968,849,1764,983,417,1731,5364,716,848,818,,1681
02-23-2021,1320,1554,610,453,117,2818,837,1573,965,404,1647,5183,644,771,768,,1599
02-24-2021,1234,1510,591,444,94,2727,796,1470,908,391,1521,5051,578,779,710,,1564
02-25-2021,1317,1567,618,431,95,2904,869,1546,1027,393,1639,5428,599,853,793,,1766
02-26-2021,1430,1786,632,447,105,3126,973,1644,1171,398,1743,5806,639,1003,790,,1886
02-27-2021,1446,1773,618,438,89,3200,964,1706,1257,370,1738,5933,628,1050,768,,2010
02-28-2021,1416,1862,588,434,79,3315,1020,1678,1343,353,1731,5131,591,1128,748,,2107
03-01-2021,1390,1900,566,404,74,3453,1016,1706,1335,365,1736,6300,639,1184,705,,2125
03-02-2021,1322,1955,551,466,70,3379,1036,1615,1314,335,1636,5932,621,1183,672,,2042
03-03-2021,1271,2024,500,495,71,3382,1055,1679,1387,345,1562,6087,556,1206,660,,2041
03-04-2021,1310,2071,512,466,84,3652,1081,1748,1466,372,1678,6395,630,1218,668,,2112
03-05-2021,1376,2252,537,487,97,3814,1181,1981,1601,390,1824,7216,692,1290,732,,2262
03-06-2021,1341,2117,519,26882,94,3963,1139,2045,1687,375,1904,7391,716,1314,612,,2252
03-07-2021,1330,2162,488,498,-47871,4070,1198,2090,1633,367,1986,8031,751,1384,527,,2382
03-08-2021,1271,2159,488,499,95,4172,1230,2061,1631,360,2037,8374,768,1458,452,,2375
03-09-2021,1239,2106,467,482,86,4107,1216,2020,1627,353,1930,8174,752,1457,455,,2324
03-10-2021,1115,2078,452,506,85,4047,1167,1933,1553,316,1852,8299,740,1364,654,,2246
03-11-2021,1224,2213,503,464,93,4297,1222,2103,1683,344,2052,9213,733,1415,696,,2526
03-12-2021,1337,2372,540,486,88,4751,1317,2242,1805,346,2192,9753,430,1510,778,,2777
03-13-2021,1279,2355,543,499,71,4802,1282,2223,1781,337,2151,9812,882,1507,795,,2789
03-14-2021,1239,2412,521,524,64,5008,1322,2147,1760,336,2180,10138,865,1549,837,,2866
03-15-2021,1282,2333,565,522,64,5067,1271,2052,1702,301,2118,10341,855,1539,825,,2955
03-16-2021,1270,2278,550,515,63,5139,1249,1963,1631,282,2135,10173,837,1612,782,,2803
03-17-2021,1207,1220,571,521,66,4874,1134,1833,1579,242,2027,10054,809,1565,744,,2797
03-18-2021,1301,2394,668,519,71,4985,1226,1859,1695,260,2115,11107,786,1670,841,,3158
03-19-2021,1361,2534,703,549,72,5273,1288,1930,1871,273,2263,11802,889,1773,880,,3409
03-20-2021,1391,2596,702,560,84,5357,1329,1936,1839,272,2387,11948,871,1826,859,,3540
03-21-2021,1361,2578,718,577,89,5376,1295,1976,1907,261,2444,12425,972,1885,882,,3681
03-22-2021,1382,2585,715,552,101,5353,1304,1925,1887,239,2570,12454,976,1909,876,,3719
03-23-2021,1348,2575,690,556,93,5198,1293,1829,1841,216,2718,12155,1016,1824,889,,3562
