Admin2,,,,,,,,,,,,,,,,,,,,,
10-03-2020,4540,906,2044,13925,35743,4840,17265,13748,107751,8084,660,3613,6141,36010,8083,4118,7596,15391,2604,1326,28363
10-04-2020,4577,920,2063,14337,35922,4890,17509,13869,108065,8143,675,3645,6175,36183,8234,4229,7681,15579,2676,1333,28624
10-05-2020,4607,934,2086,14768,36089,4911,17757,13976,108316,8165,677,3662,6224,36312,8317,4317,7809,15764,2695,1346,28854
10-06-2020,4655,938,2109,15163,36261,4962,18032,14146,108666,8200,683,3679,6264,36571,8423,4380,8007,15973,2757,1351,29043
10-07-2020,4715,953,2125,15707,36454,5034,18389,14322,109186,8284,684,3734,6296,36858,8619,4481,8220,16273,2822,1366,29418
10-08-2020,4783,975,2146,16464,36638,5144,18748,14474,109869,8350,690,3803,6355,37194,8867,4608,8479,16612,2906,1384,29909
10-09-2020,4886,997,2188,17233,36914,5290,19135,14670,110852,8399,701,3888,6394,37595,9116,4742,8712,17095,3057,1402,30504
10-10-2020,4980,1034,2256,17897,37297,5416,19519,14883,111992,8485,711,3980,6444,38094,9300,4866,8997,17643,3189,1446,31065
10-11-2020,5057,1047,2291,18530,37681,5513,19890,15269,113024,8593,739,4064,6483,38503,9512,5009,9294,18160,3324,1464,31503
10-12-2020,5174,1058,2344,19192,38018,5572,20285,15455,113720,8630,746,4109,6485,38957,9669,5138,9592,18626,3472,1496,31831
10-13-2020,5320,1066,2388,19827,38356,5610,20864,15902,114800,8712,795,4143,6513,39542,9849,5295,9926,19106,3608,1529,32316
10-14-2020,5446,1075,2448,20645,38695,5792,21407,16264,116644,8878,813,4267,6542,40041,10164,5417,10292,19681,3749,1566,32973
10-15-2020,5648,1112,2487,21772,39148,5928,22001,16696,118711,9018,843,4365,6604,41074,10421,5603,10691,20262,4012,1633,33573
10-16-2020,5825,1169,2589,23033,39692,6093,22796,17281,121130,9133,864,4493,6715,41895,10734,5736,11269,21017,4210,1660,34277
10-17-2020,5973,1226,2683,24443,40333,6260,23790,17745,123794,9254,929,4648,6797,42867,11084,5866,11744,21896,4415,1738,35051
10-18-2020,6194,1274,2761,25819,40859,6415,24988,18115,126769,9458,956,4819,6845,43990,11385,6096,12292,22802,4742,1811,35851
10-19-2020,6353,1296,2869,27412,41410,6505,25927,18438,128456,9556,994,4904,6924,44923,11706,6255,12654,23788,4909,1946,36353
10-20-2020,6534,1313,2963,28724,41917,6636,27151,19345,130479,9645,1020,5113,7018,46319,12001,6476,13228,24600,5103,2021,36843
10-21-2020,6786,1398,3099,30484,42588,6855,28370,19891,134604,9871,1042,5302,7166,48118,12325,6643,13790,25466,5453,2132,38265
10-22-2020,7091,1481,3286,32025,43477,7075,29621,20581,138729,10192,1070,5549,7319,49668,12810,6886,14586,26611,5860,2219,39590
10-23-2020,7325,1570,3445,34305,44365,7415,31010,21359,143645,10645,1126,5818,7526,51700,13400,7235,15316,27901,6307,2316,41140
10-24-2020,7700,1619,3611,36023,45542,7827,32697,22394,148601,10919,1192,6095,7688,53248,14031,7564,16202,29427,6832,2428,42869
10-25-2020,8068,1696,3790,38613,46734,8161,34238,23051,154363,11440,1218,6434,7792,55535,14546,7759,16897,31290,7295,2525,44337
10-26-2020,8414,1704,3970,40594,47877,8495,35936,23470,157933,11678,1319,6755,7905,57160,14970,7990,17465,33461,7558,2669,45466
10-27-2020,8759,1781,4204,43355,49285,8736,37929,24597,162968,12058,1385,6997,8162,59618,15581,8164,18325,35284,7872,2726,46992
10-28-2020,9193,1901,4400,45782,50494,9142,39892,25523,170526,12409,1404,7187,8353,62445,16353,8526,19033,36992,8273,2803,49135
10-29-2020,9674,1987,4625,48885,52038,9610,41887,26541,177865,13095,1498,7485,8526,65030,17069,8808,19822,38958,8967,2981,51244
10-30-2020,10102,2082,4863,52071,53797,10115,44133,27540,186825,13619,1612,7835,8748,67749,17860,9106,20806,41723,9696,3136,54256
10-31-2020,10552,2199,5065,55740,55841,10841,46422,28608,195744,14121,1695,8382,9138,70636,18622,9431,21758,44263,10179,3240,56953
11-01-2020,11041,2349,5310,59600,57597,11244,48773,29344,204351,14804,1796,8916,9348,72660,19302,9830,22853,46642,10947,3375,59253
11-02-2020,11519,2460,5564,62461,59249,11462,50632,29943,209629,15177,1897,9353,9535,74663,19928,10154,23877,48651,11140,3497,60797
11-03-2020,12120,2562,5830,65432,61158,11828,52841,30995,216433,15608,1990,9848,9647,77832,21091,10456,24925,50987,11560,3591,63095
11-04-2020,12543,2788,6092,69613,62914,12264,55273,32117,224191,16261,2016,10097,9872,81409,22085,10640,26080,52815,12056,3720,65531
11-05-2020,13114,2923,6450,73501,65091,12810,58008,33325,233013,16959,2123,10859,10192,84580,22935,11053,27402,55088,12824,3834,68795
11-06-2020,13505,3172,6714,78009,67041,13352,60707,34452,242947,17656,2199,11572,10453,89458,23881,11412,28825,57680,13591,3963,72092
11-07-2020,13936,3277,7106,82318,69049,14224,63325,35544,254436,18287,2351,12345,10704,93895,24935,11837,30188,60467,14279,4080,75907
11-08-2020,14519,3523,7465,86919,71408,14728,65814,36430,260754,18789,2442,13126,10886,97779,25701,12261,31271,62946,14939,4135,79269
11-09-2020,15143,3655,7908,90039,73432,15048,67967,36968,265531,19051,2540,13709,11143,100655,26431,12588,32294,65190,15253,4336,81492
11-10-2020,15888,3879,8317,92755,75855,15530,70575,38140,276486,19555,2582,14084,11386,104314,27676,13077,33495,67413,15738,4463,84255
11-11-2020,16550,4047,8693,95921,78283,16102,73054,39242,284666,20256,2653,14470,11639,107267,29008,13493,34982,69920,16253,4588,87337
11-12-2020,17091,4249,9119,99986,80684,16940,75740,40255,293957,21090,2726,15164,11892,112054,30442,13794,36674,71852,17036,4755,90901
11-13-2020,17774,4556,9416,104065,83068,17771,78665,41464,304591,21830,2789,15984,12094,117312,31792,14417,38381,74330,17640,4858,94506
11-14-2020,18713,4821,9749,107416,85699,18329,81662,42555,312720,22609,2910,16674,12300,121783,33533,14813,40110,76750,18219,5103,98084
11-15-2020,19182,4979,10093,111187,88520,18937,84274,43377,320780,23316,2995,17302,12568,125465,34438,15183,41532,79403,18876,5246,100876
11-16-2020,19823,5106,10390,115266,91066,19393,86681,43742,324908,23598,3121,17846,12749,128941,35482,15594,42993,81836,19159,5345,102842
11-17-2020,20552,5375,11070,118285,93285,19929,89219,44427,333356,23955,3268,18104,13025,131547,36716,16096,44691,84197,19510,5499,105966
11-18-2020,21193,5612,12006,121942,95654,20725,92085,45202,340989,24434,3366,18685,13261,134828,38084,16518,46528,86705,20011,5586,108938
11-19-2020,21842,5883,12512,125276,97814,21922,94782,45994,348442,25101,3520,19381,13527,140177,39347,16997,48399,88677,20567,5677,112691
11-20-2020,22547,6102,13027,129502,100344,22940,97449,46755,357663,25613,3659,20117,13761,144038,40803,17578,50033,90884,20961,5832,116159
11-21-2020,23088,6362,13452,133056,103064,23983,100107,47516,366516,26065,3816,20665,13973,146934,42180,18089,51871,92776,21369,5923,119726
11-22-2020,23648,6570,13896,136273,105729,24658,102640,48127,371610,26594,3909,21200,14132,149575,43507,18493,53129,94705,21769,6022,122682
11-23-2020,24288,6628,14217,138431,108073,25035,104981,48412,376899,26755,4000,21460,14225,151305,44487,18998,54378,96028,21874,6099,125222
11-24-2020,24822,6889,14524,140195,110571,25589,107490,48921,381785,27106,4071,21620,14368,153375,46054,19288,55684,96990,22092,6172,127416
11-25-2020,25445,7218,14859,143010,112700,26285,109592,49381,386958,27554,4177,21961,14547,156253,47565,19639,57001,97976,22478,6199,130076
11-26-2020,26015,7454,15256,146018,114855,27099,111852,49951,392655,28073,4285,22253,14844,159004,49001,20044,58769,99327,22821,6243,134056
11-27-2020,26525,7663,15724,148942,117019,27963,114128,50557,398044,28563,4364,22663,15073,162153,50738,20419,60335,100444,23082,6344,137474
11-28-2020,27056,7878,16150,151671,119184,29395,116198,51011,402659,29036,4512,23157,15292,164310,52311,20730,61524,101640,23430,6416,140972
11-29-2020,27469,8050,16444,153693,121032,30075,118191,51448,405862,29554,4626,23594,15557,166331,53218,21146,62548,102548,23740,6463,143589
11-30-2020,28024,8142,16714,155319,123073,30650,119780,51684,407791,29806,4713,23777,15733,167516,54320,21475,63686,103441,23808,6510,145592
12-01-2020,28420,8298,17032,156432,124541,31386,121449,52023,411839,30143,4773,23871,15889,169133,55979,21895,65085,104099,23952,6535,148127
12-02-2020,28801,8455,17262,158274,126110,32198,123240,52372,415264,30564,4868,24188,16167,170701,57647,22340,66568,104875,24230,6577,150909
12-03-2020,29196,8586,17542,160569,127870,32970,125009,52794,419015,31040,4921,24562,16406,172931,59249,22878,67862,105804,24516,6619,154490
12-04-2020,29604,8728,17891,162220,130009,34010,126840,53161,423548,31532,5098,24847,16661,175063,60668,23429,69227,106875,24684,6646,158198
12-05-2020,29980,8859,18197,163741,131973,34765,128623,53475,426696,31950,5250,25113,16887,176519,62552,23893,70467,107644,24910,6692,161805
12-06-2020,30274,8940,18537,165293,133761,35467,130255,53779,429109,32393,5286,25361,17103,177788,64341,24186,71489,108397,25144,6726,165249
12-07-2020,30398,9046,18712,166353,135651,35826,131627,53907,430671,32538,5338,25476,17268,178699,65342,24552,72407,108990,25209,6748,167799
12-08-2020,30710,9105,18867,167433,137270,36484,133128,54173,432327,32831,5381,25555,17417,179651,66257,24778,73555,109418,25344,6766,170944
12-09-2020,30974,9140,19006,168794,138348,37117,134425,54364,433560,33060,5395,25787,17599,180557,67174,25031,74308,109923,25433,6783,173371
12-10-2020,31201,9186,19175,169992,139800,37789,135913,54684,435653,33383,5417,26031,17816,181531,68506,25279,75367,110440,25615,6801,177568
12-11-2020,31463,9290,19333,171332,141010,38632,137143,55024,438591,33866,5490,26283,17976,183084,70319,25477,76366,111097,25834,6812,181451
12-12-2020,31740,9375,19568,172746,142816,39516,138337,55287,441327,34317,5562,26533,18198,184527,71797,25645,77382,111671,26045,6837,186549
12-13-2020,32084,9425,19796,173965,144755,40089,139676,55618,443662,34798,5681,26784,18355,185538,72972,26278,78190,112344,26190,6871,190641
12-14-2020,32275,9491,19962,175053,146325,40491,140991,55841,444607,34972,5721,26852,18469,186066,73628,26506,79104,112789,26239,6885,193470
12-15-2020,32375,9553,20137,175700,147558,41320,142150,56043,447011,35200,5758,26940,18846,187172,74651,26737,80191,113121,26418,6905,196790
12-16-2020,32630,9648,20331,176600,148794,42099,143370,56318,450005,35680,5783,27225,19090,188387,76039,27142,81256,113610,26587,6943,200607
12-17-2020,32874,9817,20491,177527,150460,42806,144967,56734,452735,36147,5850,27512,19553,189270,77112,27410,82128,114246,26767,6962,205009
12-18-2020,33101,9890,20720,178728,152204,43559,146395,57021,455479,36528,5923,27681,19804,187890,78426,27695,82859,114760,26909,6986,209220
12-19-2020,33255,9956,20927,179677,153844,44533,147805,57292,457423,36897,5972,27876,19987,188528,79808,28075,83737,115300,27128,7009,213054
12-20-2020,33471,10029,21151,180568,155593,45191,149018,57577,459218,37269,6034,28122,20095,189357,80599,28386,84529,115783,27241,7031,216923
12-21-2020,33534,10054,21261,181259,157185,45435,150223,57754,460168,37431,6132,28165,20154,189968,81387,28683,85198,116235,27282,7040,219506
12-22-2020,33620,10124,21493,182050,158345,45984,151511,57970,462446,37794,6143,28267,20290,190510,82263,28867,86092,116544,27396,7073,222588
12-23-2020,33875,10223,21777,183117,159472,45884,152457,58198,464599,38292,6170,28398,20447,191443,83205,29136,87024,116979,27553,7084,225945
12-24-2020,34098,10378,22021,184273,161163,46715,153976,58526,467255,38707,6285,28540,20685,192500,84663,29467,87877,117542,27745,7119,229782
12-25-2020,34437,10447,22278,185282,163290,47299,155667,58971,469883,39310,6353,28722,20839,193375,85674,29876,88597,118155,27977,7130,234792
12-26-2020,34471,10472,22515,185821,165044,47523,156790,59005,471489,39516,6381,28722,20963,193792,86218,30049,88934,118557,28028,7154,237315
12-27-2020,34496,10481,22694,186131,166327,47667,157767,59104,471955,39697,6382,28803,21049,194262,86439,30145,89616,118784,28064,7181,240652
12-28-2020,34533,10498,22906,186564,167077,47854,158733,59277,472528,39828,6389,28923,21148,194575,87084,30301,90266,118965,28152,7242,243434
12-29-2020,34580,10566,23069,187189,167969,48347,159951,59582,473371,40336,6396,29014,21323,195415,87833,30417,91261,119236,28313,7230,246089
12-30-2020,34858,10679,23518,188119,169396,49150,161284,59997,475044,40921,6440,29234,21520,196461,89303,30745,92345,119696,28660,7244,249075
12-31-2020,35314,10826,23920,189673,171512,50027,163051,60469,478903,41624,6528,29494,21840,197828,90964,31113,93644,120328,28960,7273,253875
01-01-2021,35723,10982,24265,191407,174141,50742,164964,60881,481959,42317,6634,29764,22033,198886,92359,31478,94766,120917,29188,7290,258680
01-02-2021,35746,11021,24440,191799,176170,51101,166239,61084,483361,42602,6655,29850,22149,199319,92703,31667,95500,121415,29238,7297,261845
01-03-2021,35953,11102,24590,192418,177988,51301,167920,61305,485070,42974,6673,29946,22279,200060,93653,31861,96547,121770,29440,7332,265264
01-04-2021,36074,11143,24811,193165,179586,51582,169254,61509,485933,43329,6755,29983,22472,200506,94284,32038,97938,122083,29494,7359,266946
01-05-2021,36287,11199,24988,193853,181089,52270,170973,61913,487271,43787,6769,30131,22700,201615,95365,32270,99514,122420,29728,7380,270097
01-06-2021,36651,11409,25386,195219,182661,52876,172980,62278,490223,44530,6796,30451,22903,202778,96946,32605,101206,122831,30075,7406,273735
01-07-2021,36880,11471,25747,196271,184889,53943,174759,62474,493022,44876,6864,30714,23073,203782,97603,32945,102641,123498,30139,7439,277331
01-08-2021,37038,11628,26102,197255,186913,54576,176372,62874,494985,45440,6940,30877,23153,204627,98952,33188,104483,123950,30354,7464,280719
01-09-2021,37438,11771,26525,198518,188701,55591,177915,63400,497491,46128,6978,31257,23295,206159,100451,33493,106322,124479,30649,7486,283819
01-10-2021,37753,11879,26934,199771,190892,56233,179661,63774,500758,46815,7090,31519,23640,206962,101613,33794,108055,124951,30906,7505,285986
01-11-2021,37873,11958,27204,200792,192832,56594,180915,64000,502246,47148,7115,31644,23709,207571,102235,34025,109642,125330,30955,7532,287701
01-12-2021,38025,12126,27453,201454,194395,57241,182296,64276,503392,47647,7139,31743,23943,208472,103496,34436,111555,125633,31160,7546,289835
01-13-2021,38339,12197,27736,202552,195573,57787,183908,64671,505637,48127,7236,32012,24118,209481,104578,34669,113524,126140,31467,7565,291719
01-14-2021,38594,12287,28022,203846,197086,58592,185724,64960,508224,48633,7343,32186,24390,210338,106102,34944,115391,126564,31677,7581,293795
01-15-2021,38834,12365,28427,204996,198878,59511,187118,65214,510429,49262,7382,32715,24752,211209,107397,35204,117336,127010,31909,7601,294874
01-16-2021,39030,12452,28722,206128,200552,60381,188400,65535,512563,49671,7483,33211,24938,212265,108520,35572,119290,127446,32150,7621,296803
01-17-2021,39315,12501,29073,207149,201988,60766,189643,65763,514166,50111,7553,33519,25073,212760,109428,35774,120729,127852,32303,7639,298172
01-18-2021,39422,12508,29329,207863,203141,60919,190515,66026,515355,50268,7586,33684,25129,213195,109831,35910,122007,128197,32397,7650,299170
01-19-2021,39535,12568,29520,208514,204174,61373,191615,66261,516285,50627,7604,34120,25272,213911,110681,36019,123648,128438,32622,7684,300127
01-20-2021,39814,12625,29833,209482,205261,62045,192896,66546,518161,51044,7658,34561,25550,214517,111840,36235,125134,128881,32899,7698,301486
01-21-2021,40025,12684,30091,210697,206578,62702,194199,66789,520395,51544,7692,35127,25714,215278,113115,36473,126364,129384,33185,7696,302489
01-22-2021,40343,12735,30459,211803,207925,63154,195340,67102,522364,51981,7749,35637,25893,216127,114133,36685,127719,129813,33490,7715,303687
01-23-2021,40564,12794,30861,212953,209235,63833,196637,67400,523899,52378,7797,36189,26086,217058,115156,36876,128877,130333,33822,7720,304717
01-24-2021,40889,12842,31072,214022,210442,64338,197693,67693,525274,52903,7899,36601,26217,217677,116110,37051,129752,130859,34069,7737,305673
01-25-2021,40955,12913,31279,214776,211606,64519,198567,67857,526758,53103,7939,36801,26249,218277,116511,37258,130637,131281,34135,7745,306206
01-26-2021,41107,12971,31511,215752,212590,64940,199606,68128,527988,53394,7953,37360,26406,219005,117506,37396,131607,131627,34410,7747,306952
01-27-2021,41450,13045,31774,216930,213501,65524,200944,68396,530281,53860,8016,37908,26648,219826,118739,37647,132603,132129,34825,7764,309337
01-28-2021,41718,13087,32076,218243,214754,66166,202207,68768,532884,54289,8099,38470,26855,220888,119898,37884,133597,132749,35194,7772,309909
01-29-2021,42059,13132,32329,219418,216065,66723,203367,69106,534784,54660,8178,39060,27162,221832,120967,38141,134541,133343,35529,7780,310894
01-30-2021,42444,13202,32554,220784,217377,67138,204505,69361,536616,55125,8261,39700,27392,222559,121838,38370,135387,133946,35757,7781,311686
01-31-2021,42846,13231,32747,222185,218651,67534,205448,69668,538054,55487,8354,40167,27527,223097,122907,38537,136103,134456,36051,7797,312185
02-01-2021,43007,13244,32942,223179,219702,67663,206165,69817,539147,55676,8408,40483,27580,223611,123286,38660,136869,134829,36194,7800,312695
02-02-2021,43214,13299,33108,224098,220575,67921,207007,70055,540059,56009,8439,41122,27752,224376,124165,38731,137853,135228,36477,7804,313316
02-03-2021,43663,13367,33426,225637,221615,68613,208171,70288,541797,56417,8517,41775,28013,225195,125209,38874,138739,135779,36935,7815,313945
02-04-2021,44189,13435,33628,227181,222804,68968,209345,70777,543543,56897,8597,42522,28253,226002,126184,39079,139528,136539,37308,7826,314841
02-05-2021,44464,13524,33867,228846,224164,69414,210486,71109,546047,57311,8698,43209,28455,226938,127399,39248,140144,137242,37751,7834,315509
02-06-2021,44972,13609,34064,230392,225545,69827,211500,71385,547970,57747,8776,44011,28733,227655,128325,39373,140980,137950,38102,7842,316340
02-07-2021,45408,13686,34191,232133,226926,70112,212420,71749,549485,58141,8867,44481,28908,228279,129090,39527,141554,138618,38484,7843,316836
