Admin2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Province/State,Amazonas,Antioquia,Arauca,Atlantico,Bolivar,Boyaca,Caldas,Capital District,Caqueta,Casanare,Cauca,Cesar,Choco,Cordoba,Cundinamarca,Guainia,Guaviare,Huila,La Guajira,Magdalena,Meta,Narino,Norte de Santander,Putumayo,Quindio,Risaralda,San Andres y Providencia,Santander,Sucre,Tolima,Unknown,Valle del Cauca,Vaupes,Vichada
Country/Region,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia
06-08-2020,73,10,0,246,188,14,8,335,2,0,6,12,12,11,38,0,0,13,6,48,11,66,14,2,5,10,0,6,2,12,0,223,0,0
06-09-2020,73,10,0,246,188,14,8,335,2,0,6,12,12,11,38,0,0,13,6,48,11,66,14,2,5,10,0,6,2,12,0,223,0,0
06-10-2020,74,10,0,277,194,14,8,344,2,0,7,12,12,13,40,0,0,13,6,49,11,68,14,2,5,10,0,7,2,12,0,233,0,0
06-11-2020,74,10,0,302,204,14,8,358,2,0,7,12,12,13,40,1,0,13,8,51,12,70,14,2,5,11,0,7,3,13,0,239,0,0
06-12-2020,76,10,0,330,204,14,8,362,2,0,8,14,16,13,41,1,0,13,8,55,12,72,14,2,5,11,0,8,5,13,0,245,0,0
06-13-2020,76,10,0,356,210,14,8,382,2,0,8,14,16,13,41,1,0,13,8,55,12,75,14,2,5,11,0,9,5,13,0,250,0,0
06-14-2020,78,10,0,377,211,14,8,388,2,0,8,14,18,13,44,1,0,13,8,57,12,77,14,2,5,11,0,9,8,13,0,255,0,0
06-15-2020,79,11,0,434,224,14,8,416,2,0,8,17,21,16,46,1,0,13,8,65,12,80,15,3,5,11,0,9,11,15,0,264,0,0
06-16-2020,79,11,0,434,224,14,8,416,2,0,8,17,21,16,46,1,0,13,8,65,12,80,15,3,5,11,0,9,11,15,0,264,0,0
06-17-2020,79,13,0,467,227,14,8,439,2,0,9,17,22,17,46,1,0,13,8,65,12,81,15,3,5,11,0,10,12,17,0,274,0,0
06-18-2020,79,13,0,500,236,14,8,448,2,0,9,17,24,17,46,1,0,13,8,66,12,84,15,3,5,11,1,10,12,17,0,284,0,0
06-19-2020,79,13,0,543,243,16,8,463,2,0,9,17,27,21,47,1,0,13,8,69,12,87,15,4,5,11,1,10,12,17,0,293,0,0
06-20-2020,85,14,0,590,253,16,8,475,2,0,9,19,27,21,47,1,0,13,8,77,12,89,15,4,5,11,1,10,15,17,0,304,0,0
06-21-2020,85,16,0,675,269,16,8,510,2,0,10,22,32,27,50,1,0,13,9,86,14,93,16,4,5,11,1,10,21,19,0,328,0,0
06-22-2020,85,16,0,714,276,16,8,518,2,0,10,22,32,28,51,1,0,13,11,88,14,95,17,4,5,11,1,11,22,19,0,336,0,0
06-23-2020,85,18,0,760,278,16,8,540,2,0,13,22,33,30,52,1,0,13,11,91,14,99,17,4,5,11,1,12,23,20,0,345,0,0
06-24-2020,85,18,0,760,278,16,8,540,2,0,13,22,33,30,52,1,0,13,11,91,14,99,17,4,5,11,1,12,23,20,0,345,0,0
06-25-2020,86,19,0,798,287,16,8,558,2,0,13,22,33,31,52,1,0,13,12,91,14,101,19,6,5,11,1,12,25,20,0,355,0,0
06-26-2020,87,22,0,888,306,16,8,575,2,0,13,22,36,34,53,1,0,13,14,100,14,105,19,6,5,11,1,13,31,22,0,369,0,0
06-27-2020,89,24,0,962,319,16,8,602,2,0,13,22,36,37,59,1,0,13,14,104,14,108,20,6,5,11,1,13,41,22,0,384,0,0
06-28-2020,89,27,0,1117,352,16,8,665,2,0,14,23,42,40,61,1,0,14,15,111,14,111,20,6,5,12,1,14,51,22,0,403,0,0
06-29-2020,89,27,0,1117,352,16,8,665,2,0,14,23,42,40,61,1,0,14,15,111,14,111,20,6,5,12,1,14,51,22,0,403,0,0
06-30-2020,90,27,0,1162,365,16,8,691,2,0,15,23,45,46,61,1,0,14,19,116,14,112,20,6,5,12,1,14,63,22,0,406,0,0
07-01-2020,90,28,0,1207,375,16,8,713,2,0,16,25,47,53,62,1,0,14,20,121,16,114,20,6,5,13,1,14,67,22,0,412,0,0
07-02-2020,90,30,0,1277,388,17,8,735,2,0,18,27,49,59,66,1,0,14,21,134,16,119,20,6,5,13,1,15,75,22,0,422,0,0
07-03-2020,90,35,0,1361,407,17,8,774,2,0,20,27,53,63,66,1,0,14,21,142,17,122,21,6,6,15,1,15,82,22,0,442,1,0
07-04-2020,90,42,0,1409,415,17,8,806,2,0,20,28,55,70,72,1,0,15,21,153,17,124,21,7,6,16,1,15,90,27,0,452,1,0
07-05-2020,90,46,0,1488,424,17,8,842,2,0,20,32,55,78,76,1,0,15,26,156,17,124,22,7,6,16,1,20,97,28,0,463,1,0
07-06-2020,90,52,0,1540,429,17,8,871,2,0,20,33,58,83,82,1,0,15,29,156,18,125,22,8,6,16,1,21,100,28,0,473,1,0
07-07-2020,97,58,0,1598,434,18,8,907,2,0,20,33,60,86,79,1,0,15,30,161,19,130,22,8,6,18,1,21,106,28,0,485,1,0
07-08-2020,99,62,0,1670,440,18,8,931,2,0,22,34,63,92,81,1,0,15,34,166,19,132,22,8,6,19,1,21,111,29,0,499,1,0
07-09-2020,99,66,0,1719,450,18,8,984,2,0,22,34,65,104,81,1,0,16,38,175,19,133,23,8,6,19,1,21,125,29,0,524,1,0
07-10-2020,101,72,0,1776,454,18,8,1026,2,1,23,35,66,131,83,1,0,17,45,178,19,136,25,8,6,21,1,24,137,29,0,541,1,0
07-11-2020,102,77,0,1837,456,19,8,1076,3,1,23,35,68,156,91,1,0,17,46,204,19,140,27,8,6,21,1,25,146,29,0,559,1,0
07-12-2020,102,90,0,1884,465,19,8,1138,3,1,23,37,70,173,104,1,0,17,51,209,20,146,27,8,6,21,1,25,157,29,0,590,1,0
07-13-2020,102,98,0,1958,474,19,8,1201,3,1,29,37,76,183,107,1,0,17,54,213,20,148,28,9,6,21,1,26,162,31,0,600,1,0
07-14-2020,103,109,0,1995,481,21,8,1248,3,1,30,38,77,198,109,1,0,17,57,214,20,151,29,9,6,22,1,30,168,31,0,609,1,0
07-15-2020,103,124,0,2039,484,21,8,1299,3,1,30,41,81,224,114,1,0,17,61,214,20,155,30,10,6,22,1,31,170,33,0,625,1,0
07-16-2020,103,133,0,2082,488,21,8,1376,3,1,34,41,84,230,119,1,0,18,64,221,21,158,33,10,6,22,1,32,178,33,0,642,1,0
07-17-2020,101,166,0,2107,495,17,7,1402,4,1,33,38,80,256,116,1,0,15,72,227,20,160,35,11,5,21,0,34,198,30,,635,1,0
07-18-2020,101,182,0,2136,499,20,7,1486,4,1,34,38,80,286,121,1,0,15,74,238,20,163,35,11,5,21,0,39,209,31,,658,1,0
07-19-2020,101,193,0,2176,502,20,7,1555,5,2,35,38,81,304,130,1,0,15,79,259,20,166,36,16,5,21,0,43,225,32,,668,1,0
07-20-2020,101,203,0,2208,506,21,7,1627,7,2,36,39,82,314,138,1,0,15,81,271,21,172,37,17,6,21,0,48,239,33,,675,1,0
07-21-2020,101,222,1,2241,509,22,7,1713,7,2,36,41,82,338,145,1,0,17,88,277,25,175,40,17,6,21,0,53,247,33,,698,1,0
07-22-2020,101,239,1,2265,516,22,7,1794,7,3,37,42,83,357,150,1,0,17,92,277,26,179,42,18,6,22,0,54,258,34,,722,1,0
07-23-2020,101,275,1,2295,520,23,7,1905,8,3,40,44,83,381,156,1,0,18,95,293,26,186,51,19,6,24,0,58,276,37,,755,1,0
07-24-2020,101,301,1,2332,528,24,7,2000,8,4,43,46,86,404,161,1,0,18,98,301,26,190,54,22,6,24,0,59,302,38,,789,1,0
07-25-2020,101,321,1,2360,533,25,9,2115,8,4,44,49,89,438,161,1,0,18,103,311,27,197,59,22,6,25,0,64,327,38,,812,1,0
07-26-2020,101,321,1,2360,533,25,9,2115,8,4,44,49,89,438,161,1,0,18,103,311,27,197,59,22,6,25,0,64,327,38,,812,1,0
07-27-2020,101,363,1,2413,551,26,9,2307,12,4,52,52,95,488,187,1,0,18,105,320,30,210,70,24,6,25,0,68,346,37,,855,1,0
07-28-2020,102,394,1,2436,555,26,9,2392,15,4,54,53,95,548,195,1,0,18,106,327,30,220,80,27,7,26,0,69,351,44,,888,1,0
07-29-2020,102,429,1,2475,571,27,10,2517,16,4,57,61,100,600,198,1,0,20,112,338,30,235,87,28,8,26,0,79,356,47,,918,1,0
07-30-2020,102,478,3,2500,588,27,10,2658,18,4,60,61,102,631,206,1,0,20,115,350,30,246,101,28,8,27,0,84,363,47,,941,1,0
07-31-2020,102,521,3,2526,590,28,11,2748,21,4,63,64,102,660,210,1,0,26,119,363,36,255,104,37,8,27,0,88,371,53,,963,1,0
08-01-2020,102,537,3,2545,595,29,12,2828,23,5,64,63,102,665,239,1,0,26,122,368,36,261,113,38,8,29,0,110,372,53,,980,1,0
08-02-2020,102,593,3,2565,596,30,13,2910,29,5,68,68,104,688,256,1,0,27,127,374,40,269,125,40,8,32,0,124,377,55,,1020,1,0
08-03-2020,104,625,4,2586,603,32,14,3052,33,6,69,73,105,727,267,1,0,27,131,376,42,274,139,47,8,34,0,137,381,61,,1058,1,0
08-04-2020,104,655,5,2598,605,31,15,3169,41,6,74,75,106,756,279,1,0,27,134,391,44,282,145,47,9,41,0,145,386,62,,1081,1,0
08-05-2020,104,712,5,2620,607,30,15,3261,43,6,78,82,108,773,287,1,0,27,139,395,44,290,166,53,9,42,0,163,387,70,,1106,1,0
08-06-2020,104,736,6,2635,612,33,16,3375,47,6,83,82,111,789,293,1,0,27,140,411,45,299,187,57,9,44,0,185,391,73,,1141,1,0
08-07-2020,104,788,7,2649,616,33,17,3481,50,6,86,83,114,796,304,1,0,32,140,421,50,312,201,59,11,44,0,200,393,74,,1177,1,0
08-08-2020,104,834,8,2669,619,34,17,3578,54,6,86,90,114,802,312,1,0,34,145,427,52,323,224,59,11,48,0,222,393,74,,1199,1,0
08-09-2020,104,878,8,2680,623,37,17,3668,59,7,92,97,114,820,320,1,0,36,145,433,57,335,246,63,13,51,0,236,395,80,,1226,1,0
08-10-2020,104,903,8,2699,630,39,18,3778,68,7,96,100,119,852,327,1,0,42,146,438,57,345,262,63,13,51,0,266,395,84,,1242,1,0
08-11-2020,105,937,8,2715,630,41,20,3883,74,8,98,101,120,874,338,1,0,49,150,445,64,352,273,75,13,53,0,289,400,90,,1268,1,0
08-12-2020,105,989,9,2726,635,43,22,3998,82,9,101,104,121,903,353,1,0,54,155,458,70,362,298,75,13,55,0,304,402,91,,1298,1,0
08-13-2020,105,1023,9,2734,637,46,22,4096,84,9,105,106,121,909,378,1,0,56,159,466,76,373,328,77,15,56,0,329,409,94,,1321,1,0
08-14-2020,106,1066,10,2750,642,50,23,4172,91,11,111,113,122,928,393,1,0,59,163,479,81,392,353,83,16,61,0,352,412,96,,1355,1,0
08-15-2020,107,1121,10,2756,644,52,24,4269,100,12,112,117,123,936,413,1,0,60,166,498,88,400,368,89,18,62,0,378,413,98,,1374,1,0
08-16-2020,107,1161,10,2765,644,54,24,4358,103,13,114,124,123,949,430,1,0,67,170,505,92,409,386,89,18,62,0,397,419,101,,1401,1,0
08-17-2020,107,1201,11,2774,644,54,24,4424,113,13,120,130,123,963,439,2,0,69,175,522,100,414,402,92,18,65,0,426,422,104,,1420,1,0
08-18-2020,107,1226,11,2783,648,55,27,4494,120,14,123,136,124,972,451,2,0,72,178,529,108,421,415,99,18,67,0,437,424,112,,1445,1,0
08-19-2020,107,1270,11,2798,651,56,28,4587,131,16,123,139,125,1017,468,2,0,77,186,554,111,426,439,103,19,68,0,454,429,118,,1465,1,0
08-20-2020,107,1293,11,2806,656,56,28,4647,135,17,123,146,125,1041,472,2,0,78,188,558,113,436,449,103,19,71,0,470,429,123,,1479,1,1
08-21-2020,107,1334,11,2814,657,58,30,4754,141,17,128,165,126,1055,509,2,0,81,191,572,117,437,468,110,20,73,0,506,433,133,,1517,1,1
08-22-2020,107,1334,11,2814,657,58,30,4754,141,17,128,165,126,1055,509,2,0,81,191,572,117,437,468,110,20,73,0,506,433,133,,1517,1,1
08-23-2020,107,1417,13,2832,679,60,38,4951,160,18,132,200,130,1089,539,2,0,90,203,596,139,449,514,116,25,77,0,563,449,148,,1578,1,1
08-24-2020,107,1465,13,2841,682,61,40,5008,166,18,140,212,132,1103,559,2,0,94,207,603,148,458,531,117,29,83,0,587,457,150,,1597,1,1
08-25-2020,107,1493,14,2851,685,62,41,5084,173,20,143,222,134,1110,569,2,1,93,210,622,153,465,542,121,29,83,0,619,462,155,,1622,1,1
08-26-2020,107,1533,14,2852,688,64,41,5160,177,21,143,233,135,1144,590,2,1,99,213,626,158,468,563,125,29,86,1,643,467,159,,1640,1,1
08-27-2020,107,1571,14,2863,692,63,41,5230,180,21,146,233,135,1193,600,2,1,109,218,633,167,475,564,127,29,86,1,668,469,168,,1659,1,1
08-28-2020,108,1603,14,2876,695,63,43,5276,189,23,149,252,135,1226,611,2,1,111,224,654,177,477,590,130,31,92,1,689,475,168,,1679,1,1
08-29-2020,109,1628,17,2884,699,71,50,5310,195,24,150,267,136,1241,627,2,1,122,225,666,185,493,616,131,31,101,1,723,481,177,,1698,1,1
08-30-2020,109,1652,17,2892,701,73,54,5375,196,24,153,285,136,1261,640,2,1,131,226,677,191,503,637,132,35,105,1,752,488,181,,1731,1,1
08-31-2020,111,1694,17,2900,702,78,56,5437,197,24,158,296,136,1303,659,2,1,137,231,682,200,513,641,133,38,108,1,774,491,184,,1756,1,1
09-01-2020,111,1746,18,2907,711,79,59,5548,204,24,162,313,138,1345,663,3,1,143,235,690,213,527,664,137,41,115,1,785,495,188,,1781,1,2
09-02-2020,110,1784,18,2917,716,81,61,5593,207,24,166,325,138,1353,691,5,1,149,238,695,223,542,678,139,42,120,3,821,503,193,,1805,1,3
09-03-2020,110,1809,19,2927,721,84,61,5652,211,26,171,336,139,1357,709,5,4,162,242,700,235,549,691,141,43,123,4,844,509,201,,1829,1,3
09-04-2020,110,1809,19,2927,721,84,61,5652,211,26,171,336,139,1357,709,5,4,162,242,700,235,549,691,141,43,123,4,844,509,201,,1829,1,3
09-05-2020,111,1831,19,2930,723,87,70,5712,215,26,176,345,139,1375,729,6,4,172,247,710,250,554,692,141,45,128,4,865,521,204,,1851,1,3
09-06-2020,111,1889,21,2946,726,89,74,5825,223,28,184,365,142,1410,749,6,4,186,248,731,270,567,722,142,49,138,5,923,533,211,,1891,1,3
09-07-2020,111,1889,21,2946,726,89,74,5825,223,28,184,365,142,1410,749,6,4,186,248,731,270,567,722,142,49,138,5,923,533,211,,1891,1,3
09-08-2020,111,1936,22,2954,728,92,76,5865,228,30,186,370,144,1413,758,6,0,191,249,735,278,571,728,142,49,142,5,947,533,214,,1904,1,3
09-09-2020,111,1980,24,2962,731,98,79,5990,240,30,192,376,145,1429,785,8,4,208,255,745,289,581,748,144,55,156,5,987,537,225,,1930,1,3
09-10-2020,111,2011,26,2968,735,98,79,6033,245,31,197,390,145,1435,795,8,4,213,256,751,299,591,761,145,55,159,5,1005,538,228,,1953,1,4
09-11-2020,113,2034,26,2970,735,100,83,6086,249,31,203,412,146,1439,806,9,4,220,257,753,308,599,780,145,56,168,6,1023,540,233,,1978,2,4
09-12-2020,115,2053,26,2974,738,102,84,6132,256,32,208,424,147,1447,813,9,4,224,259,759,314,604,793,149,58,170,7,1047,542,236,,2002,2,4
09-13-2020,115,2072,28,2976,742,107,86,6178,258,33,212,437,147,1456,829,9,4,234,264,761,320,607,793,154,62,174,7,1058,543,238,,2013,3,4
09-14-2020,115,2089,28,2985,748,108,86,6229,262,33,213,447,149,1463,840,9,5,242,268,762,330,614,799,154,64,177,8,1071,544,246,,2027,4,4
09-15-2020,115,2102,28,2993,750,110,88,6266,265,36,215,448,152,1467,845,9,6,246,268,775,338,620,800,154,66,181,9,1089,546,252,,2041,4,4
09-16-2020,115,2126,30,2999,750,111,91,6303,268,37,215,458,152,1473,862,10,9,255,271,777,343,624,809,155,69,185,9,1105,548,260,,2050,5,4
09-17-2020,115,2145,32,3002,752,113,97,6335,269,39,219,475,152,1473,879,10,10,261,272,780,353,627,816,158,73,188,9,1118,549,270,,2065,5,4
09-18-2020,115,2145,32,3002,752,113,97,6335,269,39,219,475,152,1473,879,10,10,261,272,780,353,627,816,158,73,188,9,1118,549,270,,2065,5,4
09-19-2020,115,2187,34,3016,754,117,106,6408,274,41,224,494,154,1480,898,10,11,282,275,789,366,638,831,160,76,195,9,1158,559,277,,2092,5,4
09-20-2020,115,2203,35,3021,754,123,107,6448,274,41,226,504,154,1492,905,10,11,290,278,791,366,642,838,161,79,198,9,1172,565,283,,2103,6,4
09-21-2020,116,2222,36,3030,758,123,107,6481,277,42,226,514,154,1494,916,10,11,301,282,800,376,656,845,162,81,204,10,1186,565,285,0,2117,6,4
09-22-2020,116,2222,36,3030,758,123,107,6481,277,42,226,514,154,1494,916,10,11,301,282,800,376,656,845,162,81,204,10,1186,565,285,0,2117,6,4
09-23-2020,116,2266,39,3037,761,129,114,6568,282,41,238,526,155,1505,929,10,11,310,286,806,381,663,856,164,87,220,10,1209,570,293,0,2154,6,4
09-24-2020,117,2285,40,3042,763,131,116,6611,282,41,241,536,155,1510,942,11,11,315,289,810,386,665,861,165,90,225,11,1223,570,300,-178,2169,7,4
09-25-2020,117,2296,41,3053,764,133,120,6650,284,43,246,546,155,1511,952,11,12,324,291,812,392,668,868,167,90,231,11,1236,570,308,0,2189,8,4
09-26-2020,117,2314,42,3057,765,137,123,6683,289,44,252,555,155,1520,963,12,12,332,292,816,400,674,874,169,96,234,14,1249,572,314,0,2207,9,4
09-27-2020,117,2337,44,3062,766,144,125,6714,296,46,257,565,155,1526,973,12,13,344,297,822,404,675,880,169,96,237,14,1271,575,319,0,2220,9,4
09-28-2020,117,2358,47,3066,766,147,126,6727,297,46,259,576,155,1535,982,12,14,354,300,827,405,678,887,170,96,241,14,1288,575,326,0,2237,9,4
09-29-2020,117,2389,47,3066,770,147,129,6772,297,48,262,590,155,1539,990,12,16,361,302,829,405,682,891,170,98,244,14,1305,577,333,0,2257,10,4
09-30-2020,117,2399,50,3072,777,150,131,6783,304,48,263,599,156,1538,997,13,17,370,307,836,416,683,902,176,99,247,15,1316,582,339,0,2282,10,4
10-01-2020,117,2440,52,3071,776,154,133,6825,304,48,269,608,157,1547,1006,14,17,376,309,838,424,687,907,176,105,252,15,1324,582,341,0,2306,11,5
10-02-2020,117,2464,53,3074,780,157,135,6855,305,51,274,630,157,1550,1018,14,17,382,314,841,428,691,912,176,108,260,16,1341,584,351,0,2326,11,5
10-03-2020,117,2486,55,3076,783,160,141,6874,308,51,278,636,157,1554,1026,15,18,387,318,846,433,692,920,177,114,268,16,1351,584,359,0,2340,11,5
10-04-2020,117,2505,56,3077,786,164,142,6898,311,56,283,646,158,1560,1032,15,18,401,322,850,435,695,923,179,117,270,16,1359,584,362,0,2359,11,5
10-05-2020,117,2524,56,3079,787,169,143,6917,314,56,286,656,158,1565,1040,16,18,405,326,855,438,698,930,179,119,274,16,1372,584,364,0,2367,11,5
10-06-2020,117,2549,57,3079,789,173,146,6942,317,56,289,665,158,1568,1043,16,19,415,331,858,440,707,940,181,123,277,17,1393,586,370,0,2379,12,5
10-07-2020,117,2568,59,3080,793,176,151,6982,321,57,292,672,158,1569,1044,16,19,428,335,858,442,708,945,181,126,283,17,1404,586,381,0,2395,12,5
10-08-2020,117,2568,59,3080,793,176,151,6982,321,57,292,672,158,1569,1044,16,19,428,335,858,442,708,945,181,126,283,17,1404,586,381,0,2395,12,5
